Task name,Task description,Start time,End time,Duration,Duration in hours,Note,Tag
theta,NA,27/01/2019 8:02 pm,27/01/2019 8:27 pm,00:24:51,0.4142715,NA,theta
phi,NA,27/01/2019 8:27 pm,27/01/2019 8:53 pm,00:26:01,0.433682,NA,phi
review,NA,27/01/2019 8:53 pm,27/01/2019 8:54 pm,00:00:34,0.0096577,NA,psi
review,NA,28/01/2019 6:49 am,28/01/2019 6:57 am,00:07:53,0.1315204,NA,psi
psi,NA,28/01/2019 7:21 am,28/01/2019 7:29 am,00:08:29,0.14157139999999999,NA,psi
review,NA,28/01/2019 7:29 am,28/01/2019 7:30 am,00:00:25,0.0069491,NA,psi
psi,NA,28/01/2019 7:30 am,28/01/2019 7:35 am,00:05:27,0.0909603,NA,psi
review,NA,28/01/2019 7:40 am,28/01/2019 7:41 am,00:00:33,0.0093215,NA,psi
phi,NA,28/01/2019 7:41 am,28/01/2019 7:43 am,00:02:27,0.0411036,NA,phi
psi,NA,28/01/2019 7:43 am,28/01/2019 7:44 am,00:00:20,0.0055771,NA,psi
psi,NA,28/01/2019 7:50 am,28/01/2019 7:50 am,00:00:45,0.0125361,NA,psi
phi,NA,28/01/2019 7:50 am,28/01/2019 7:58 am,00:07:15,0.1208855,NA,phi
psi,NA,28/01/2019 7:58 am,28/01/2019 8:01 am,00:03:13,0.0538654,NA,psi
theta,NA,28/01/2019 8:01 am,28/01/2019 8:05 am,00:04:13,0.0705092,NA,theta
psi,NA,28/01/2019 8:05 am,28/01/2019 8:10 am,00:05:13,0.0870348,NA,psi
phi,NA,28/01/2019 8:10 am,28/01/2019 8:10 am,00:00:01,3.014e-4,NA,phi
review,NA,28/01/2019 8:10 am,28/01/2019 8:12 am,00:01:32,0.0257343,NA,psi
phi,NA,28/01/2019 8:16 am,28/01/2019 8:40 am,00:24:13,0.40362,NA,phi
phi,NA,28/01/2019 8:40 am,28/01/2019 8:40 am,00:00:00,1.918e-4,NA,phi
review,NA,28/01/2019 8:40 am,28/01/2019 8:45 am,00:04:37,0.0770796,NA,psi
psi,NA,28/01/2019 9:00 am,28/01/2019 9:11 am,00:10:08,0.1690691,NA,psi
phi,NA,28/01/2019 9:11 am,28/01/2019 9:18 am,00:07:54,0.1317158,NA,phi
theta,NA,28/01/2019 9:18 am,28/01/2019 9:22 am,00:03:02,0.0507855,NA,theta
review,NA,28/01/2019 9:22 am,28/01/2019 9:23 am,00:01:13,0.020354,NA,psi
phi,NA,28/01/2019 9:23 am,28/01/2019 9:41 am,00:18:08,0.3023826,NA,phi
theta,NA,28/01/2019 9:41 am,28/01/2019 10:01 am,00:20:10,0.3363375,NA,theta
review,NA,28/01/2019 10:01 am,28/01/2019 10:02 am,00:00:22,0.0062345,NA,psi
theta,NA,28/01/2019 12:50 pm,28/01/2019 1:59 pm,01:09:06,1.1518958,NA,theta
theta,NA,28/01/2019 2:04 pm,28/01/2019 2:13 pm,00:09:35,0.1597884,NA,theta
theta,NA,28/01/2019 2:30 pm,28/01/2019 3:10 pm,00:39:28,0.6579882,NA,theta
review,NA,28/01/2019 3:10 pm,28/01/2019 3:16 pm,00:06:26,0.1072528,NA,psi
phi,NA,28/01/2019 4:10 pm,28/01/2019 4:35 pm,00:24:13,0.403776,NA,phi
theta,NA,28/01/2019 4:35 pm,28/01/2019 4:41 pm,00:06:19,0.1054775,NA,theta
psi,NA,28/01/2019 4:41 pm,28/01/2019 4:52 pm,00:10:58,0.1829992,NA,psi
review,NA,28/01/2019 4:52 pm,28/01/2019 4:53 pm,00:00:59,0.0165603,NA,psi
review,NA,28/01/2019 5:32 pm,28/01/2019 5:36 pm,00:04:35,0.0765213,NA,psi
phi,NA,28/01/2019 5:36 pm,28/01/2019 6:30 pm,00:53:48,0.8968734,NA,phi
phi,NA,28/01/2019 7:34 pm,28/01/2019 8:31 pm,00:57:57,0.9659448,NA,phi
phi,NA,28/01/2019 8:40 pm,28/01/2019 9:24 pm,00:44:02,0.7340504,NA,phi
phi,NA,28/01/2019 10:47 pm,28/01/2019 10:52 pm,00:04:53,0.0814501,NA,phi
review,NA,29/01/2019 6:02 am,29/01/2019 6:12 am,00:09:41,0.1616293,NA,psi
psi,NA,29/01/2019 6:12 am,29/01/2019 6:14 am,00:01:56,0.0324878,NA,psi
review,NA,29/01/2019 6:14 am,29/01/2019 6:15 am,00:00:46,0.0128637,NA,psi
psi,NA,29/01/2019 6:15 am,29/01/2019 6:19 am,00:03:54,0.065147,NA,psi
psi,NA,29/01/2019 6:20 am,29/01/2019 6:22 am,00:01:19,0.0219676,NA,psi
psi,NA,29/01/2019 6:22 am,29/01/2019 6:31 am,00:09:31,0.1587991,NA,psi
phi,NA,29/01/2019 7:23 am,29/01/2019 7:35 am,00:11:34,0.1929314,NA,phi
theta,NA,29/01/2019 7:35 am,29/01/2019 7:35 am,00:00:00,2.449e-4,NA,theta
psi,NA,29/01/2019 7:35 am,29/01/2019 7:38 am,00:03:06,0.0517024,NA,psi
review,NA,29/01/2019 7:48 am,29/01/2019 7:49 am,00:00:18,0.0050422,NA,psi
phi,NA,29/01/2019 7:49 am,29/01/2019 8:10 am,00:21:04,0.3511764,NA,phi
phi,NA,29/01/2019 11:57 am,29/01/2019 12:03 pm,00:05:58,0.0995629,NA,phi
phi,NA,29/01/2019 12:03 pm,29/01/2019 12:09 pm,00:06:03,0.1008851,NA,phi
phi,NA,29/01/2019 12:23 pm,29/01/2019 12:40 pm,00:17:16,0.2879836,NA,phi
phi,NA,30/01/2019 8:28 am,30/01/2019 8:37 am,00:08:58,0.1497032,NA,phi
phi,NA,30/01/2019 9:29 am,30/01/2019 10:04 am,00:34:35,0.5765677,NA,phi
phi,NA,30/01/2019 10:04 am,30/01/2019 10:16 am,00:12:09,0.2027661,NA,phi
phi,NA,30/01/2019 10:48 am,30/01/2019 10:50 am,00:02:15,0.0377114,NA,phi
review,NA,30/01/2019 10:50 am,30/01/2019 11:02 am,00:11:22,0.1896889,NA,psi
psi,NA,30/01/2019 11:02 am,30/01/2019 11:11 am,00:09:15,0.1542697,NA,psi
phi,NA,30/01/2019 11:11 am,30/01/2019 11:11 am,00:00:07,0.0020137,NA,phi
phi,NA,30/01/2019 11:11 am,30/01/2019 11:40 am,00:29:29,0.4914586,NA,phi
psi,NA,30/01/2019 3:10 pm,30/01/2019 3:16 pm,00:05:55,0.098882,NA,psi
review,NA,30/01/2019 3:16 pm,30/01/2019 3:23 pm,00:06:44,0.1124838,NA,psi
theta,NA,30/01/2019 3:32 pm,30/01/2019 4:39 pm,01:06:27,1.1076363,NA,theta
phi,NA,30/01/2019 7:34 pm,30/01/2019 7:43 pm,00:08:44,0.145749,NA,phi
phi,NA,30/01/2019 7:47 pm,30/01/2019 7:48 pm,00:00:14,0.0040974,NA,phi
phi,NA,30/01/2019 7:52 pm,30/01/2019 8:01 pm,00:08:30,0.141714,NA,phi
theta,NA,30/01/2019 8:20 pm,30/01/2019 8:20 pm,00:00:02,6.912e-4,NA,theta
review,NA,30/01/2019 8:20 pm,30/01/2019 8:27 pm,00:07:25,0.1238468,NA,psi
phi,NA,30/01/2019 8:27 pm,30/01/2019 8:34 pm,00:06:45,0.1126547,NA,phi
review,NA,31/01/2019 6:39 am,31/01/2019 6:53 am,00:14:25,0.2404287,NA,psi
psi,NA,31/01/2019 7:28 am,31/01/2019 7:41 am,00:13:37,0.2269594,NA,psi
review,NA,31/01/2019 7:41 am,31/01/2019 7:41 am,00:00:00,2.714e-4,NA,psi
phi,NA,31/01/2019 7:41 am,31/01/2019 7:41 am,00:00:00,1.462e-4,NA,phi
review,NA,31/01/2019 7:41 am,31/01/2019 7:42 am,00:00:25,0.0071945,NA,psi
phi,NA,31/01/2019 7:42 am,31/01/2019 7:59 am,00:16:53,0.2814127,NA,phi
psi,NA,31/01/2019 7:59 am,31/01/2019 8:03 am,00:03:54,0.0651737,NA,psi
review,NA,31/01/2019 8:03 am,31/01/2019 8:03 am,00:00:17,0.0048548,NA,psi
phi,NA,31/01/2019 8:03 am,31/01/2019 8:07 am,00:04:14,0.0707453,NA,phi
psi,NA,31/01/2019 8:14 am,31/01/2019 8:31 am,00:17:17,0.2882515,NA,psi
review,NA,31/01/2019 8:31 am,31/01/2019 8:34 am,00:02:43,0.0452968,NA,psi
review,NA,31/01/2019 1:44 pm,31/01/2019 1:50 pm,00:06:01,0.1004505,NA,psi
phi,NA,31/01/2019 3:25 pm,31/01/2019 3:33 pm,00:08:22,0.1396619,NA,phi
phi,NA,31/01/2019 3:34 pm,31/01/2019 4:15 pm,00:41:06,0.6851454,NA,phi
review,NA,31/01/2019 4:15 pm,31/01/2019 4:16 pm,00:01:30,0.0251973,NA,psi
psi,NA,31/01/2019 4:16 pm,31/01/2019 4:17 pm,00:00:23,0.006491,NA,psi
review,NA,31/01/2019 4:17 pm,31/01/2019 4:20 pm,00:02:57,0.0492766,NA,psi
review,NA,01/02/2019 1:05 pm,01/02/2019 1:09 pm,00:04:16,0.0711654,NA,psi
psi,NA,01/02/2019 1:09 pm,01/02/2019 1:19 pm,00:09:48,0.16346,NA,psi
review,NA,01/02/2019 1:19 pm,01/02/2019 1:19 pm,00:00:13,0.0038226000000000002,NA,psi
phi,NA,01/02/2019 1:19 pm,01/02/2019 1:22 pm,00:02:42,0.0452416,NA,phi
phi,NA,01/02/2019 1:26 pm,01/02/2019 2:45 pm,01:18:53,1.3148086,NA,phi
phi,NA,01/02/2019 2:57 pm,01/02/2019 3:11 pm,00:14:12,0.2367858,NA,phi
review,NA,02/02/2019 9:21 am,02/02/2019 9:34 am,00:13:14,0.220612,NA,psi
psi,NA,02/02/2019 9:34 am,02/02/2019 9:34 am,00:00:02,7.591e-4,NA,psi
phi,NA,02/02/2019 9:34 am,02/02/2019 9:34 am,00:00:03,9.916e-4,NA,phi
psi,NA,02/02/2019 9:34 am,02/02/2019 9:38 am,00:03:44,0.0623467,NA,psi
phi,NA,02/02/2019 9:38 am,02/02/2019 9:56 am,00:18:07,0.3019591,NA,phi
review,NA,02/02/2019 11:54 am,02/02/2019 11:59 am,00:04:34,0.0763559,NA,psi
review,NA,02/02/2019 12:04 pm,02/02/2019 12:06 pm,00:01:42,0.0285146,NA,psi
review,NA,02/02/2019 12:08 pm,02/02/2019 12:09 pm,00:00:26,0.0073104,NA,psi
phi,NA,02/02/2019 12:14 pm,02/02/2019 12:15 pm,00:00:33,0.0094137,NA,phi
review,NA,02/02/2019 12:15 pm,02/02/2019 12:18 pm,00:03:01,0.0505322,NA,psi
psi,NA,02/02/2019 12:18 pm,02/02/2019 12:35 pm,00:17:22,0.2896491,NA,psi
review,NA,02/02/2019 12:35 pm,02/02/2019 12:38 pm,00:03:01,0.0503444,NA,psi
phi,NA,02/02/2019 12:38 pm,02/02/2019 1:02 pm,00:23:22,0.3894505,NA,phi
review,NA,02/02/2019 1:02 pm,02/02/2019 1:05 pm,00:03:08,0.0524213,NA,psi
psi,NA,02/02/2019 3:20 pm,02/02/2019 3:25 pm,00:04:50,0.0806262,NA,psi
phi,NA,02/02/2019 3:25 pm,02/02/2019 3:28 pm,00:02:36,0.0436069,NA,phi
phi,NA,02/02/2019 7:48 pm,02/02/2019 8:37 pm,00:48:44,0.8123973,NA,phi
review,NA,02/02/2019 8:37 pm,02/02/2019 8:39 pm,00:01:45,0.0294048,NA,psi
review,NA,03/02/2019 9:26 am,03/02/2019 9:33 am,00:06:58,0.1161204,NA,psi
phi,NA,03/02/2019 9:33 am,03/02/2019 9:39 am,00:05:53,0.0982849,NA,phi
theta,NA,03/02/2019 9:39 am,03/02/2019 9:40 am,00:01:36,0.0269146,NA,theta
psi,NA,03/02/2019 9:40 am,03/02/2019 9:40 am,00:00:11,0.0032285,NA,psi
review,NA,03/02/2019 9:46 am,03/02/2019 9:46 am,00:00:09,0.0026398,NA,psi
phi,NA,03/02/2019 9:46 am,03/02/2019 9:51 am,00:05:34,0.092837,NA,phi
phi,NA,03/02/2019 9:54 am,03/02/2019 9:56 am,00:01:12,0.0201697,NA,phi
theta,NA,03/02/2019 1:11 pm,03/02/2019 1:18 pm,00:06:48,0.113488,NA,theta
psi,NA,03/02/2019 1:18 pm,03/02/2019 1:28 pm,00:10:20,0.1724916,NA,psi
review,NA,03/02/2019 1:28 pm,03/02/2019 1:29 pm,00:01:02,0.0173596,NA,psi
phi,NA,03/02/2019 1:43 pm,03/02/2019 2:02 pm,00:19:32,0.3257448,NA,phi
theta,NA,03/02/2019 6:50 pm,03/02/2019 7:07 pm,00:17:04,0.2845881,NA,theta
theta,NA,03/02/2019 7:22 pm,03/02/2019 7:28 pm,00:06:40,0.1111391,NA,theta
review,NA,03/02/2019 7:43 pm,03/02/2019 7:43 pm,00:00:03,0.0010467,NA,psi
psi,NA,03/02/2019 7:43 pm,03/02/2019 7:48 pm,00:04:37,0.0770468,NA,psi
theta,NA,03/02/2019 7:48 pm,03/02/2019 7:56 pm,00:08:23,0.1398062,NA,theta
phi,NA,03/02/2019 7:56 pm,03/02/2019 7:57 pm,00:00:24,0.0066994,NA,phi
phi,NA,03/02/2019 8:03 pm,03/02/2019 8:14 pm,00:11:10,0.1861834,NA,phi
theta,NA,03/02/2019 8:17 pm,03/02/2019 8:31 pm,00:14:06,0.2350423,NA,theta
psi,NA,03/02/2019 9:04 pm,03/02/2019 9:25 pm,00:20:14,0.3374126,NA,psi
review,NA,03/02/2019 9:29 pm,03/02/2019 9:30 pm,00:00:16,0.0045602,NA,psi
psi,NA,03/02/2019 9:30 pm,03/02/2019 9:33 pm,00:03:44,0.0622683,NA,psi
review,NA,03/02/2019 9:33 pm,03/02/2019 9:37 pm,00:03:47,0.063261,NA,psi
phi,NA,03/02/2019 9:37 pm,03/02/2019 9:37 pm,00:00:02,6.571e-4,NA,phi
phi,NA,03/02/2019 9:37 pm,03/02/2019 9:37 pm,00:00:06,0.0017345,NA,phi
psi,NA,03/02/2019 9:37 pm,03/02/2019 9:40 pm,00:02:22,0.0395387,NA,psi
phi,NA,03/02/2019 9:40 pm,03/02/2019 9:44 pm,00:04:47,0.0799479,NA,phi
theta,NA,03/02/2019 9:44 pm,03/02/2019 9:56 pm,00:11:21,0.1893135,NA,theta
psi,NA,03/02/2019 10:11 pm,03/02/2019 10:11 pm,00:00:18,0.0051635,NA,psi
review,NA,03/02/2019 10:11 pm,03/02/2019 10:13 pm,00:01:36,0.0267657,NA,psi
phi,NA,03/02/2019 10:16 pm,03/02/2019 10:20 pm,00:04:07,0.0687793,NA,phi
phi,NA,03/02/2019 10:30 pm,03/02/2019 10:39 pm,00:08:29,0.1416642,NA,phi
theta,NA,03/02/2019 10:39 pm,03/02/2019 11:13 pm,00:34:27,0.5743793,NA,theta
review,NA,03/02/2019 11:13 pm,03/02/2019 11:14 pm,00:00:51,0.014405,NA,psi
theta,NA,03/02/2019 11:42 pm,04/02/2019 12:02 am,00:20:10,0.336199,NA,theta
review,NA,04/02/2019 7:12 am,04/02/2019 7:13 am,00:01:05,0.018065,NA,psi
psi,NA,04/02/2019 7:13 am,04/02/2019 7:16 am,00:03:04,0.0513594,NA,psi
review,NA,04/02/2019 7:16 am,04/02/2019 7:16 am,00:00:13,0.0036192,NA,psi
theta,NA,04/02/2019 7:16 am,04/02/2019 8:04 am,00:47:42,0.7950832,NA,theta
theta,NA,04/02/2019 8:49 am,04/02/2019 9:13 am,00:23:10,0.386136,NA,theta
review,NA,04/02/2019 10:05 am,04/02/2019 10:07 am,00:02:29,0.0416307,NA,psi
psi,NA,04/02/2019 10:07 am,04/02/2019 10:07 am,00:00:03,0.0010817,NA,psi
psi,NA,04/02/2019 10:07 am,04/02/2019 10:24 am,00:17:00,0.2836003,NA,psi
review,NA,04/02/2019 10:24 am,04/02/2019 10:28 am,00:03:47,0.0631989,NA,psi
review,NA,04/02/2019 10:28 am,04/02/2019 10:28 am,00:00:01,3.936e-4,NA,psi
phi,NA,04/02/2019 10:44 am,04/02/2019 10:56 am,00:11:40,0.1945719,NA,phi
review,NA,04/02/2019 10:56 am,04/02/2019 10:57 am,00:00:59,0.0164361,NA,psi
review,NA,04/02/2019 11:31 am,04/02/2019 11:34 am,00:02:15,0.0376286,NA,psi
phi,NA,04/02/2019 11:34 am,04/02/2019 11:54 am,00:20:06,0.3351883,NA,phi
review,NA,04/02/2019 11:54 am,04/02/2019 11:54 am,00:00:01,4.866e-4,NA,psi
phi,NA,04/02/2019 11:56 am,04/02/2019 12:14 pm,00:17:40,0.294471,NA,phi
psi,NA,04/02/2019 2:58 pm,04/02/2019 3:01 pm,00:03:35,0.0599454,NA,psi
review,NA,04/02/2019 3:08 pm,04/02/2019 3:13 pm,00:04:46,0.079569,NA,psi
phi,NA,04/02/2019 3:28 pm,04/02/2019 3:28 pm,00:00:01,2.878e-4,NA,phi
psi,NA,04/02/2019 3:28 pm,04/02/2019 3:46 pm,00:18:15,0.3042239,NA,psi
phi,NA,04/02/2019 3:50 pm,04/02/2019 3:50 pm,00:00:00,1.832e-4,NA,phi
review,NA,04/02/2019 3:50 pm,04/02/2019 3:52 pm,00:01:13,0.0203865,NA,psi
psi,NA,04/02/2019 3:52 pm,04/02/2019 3:53 pm,00:00:59,0.0166228,NA,psi
phi,NA,04/02/2019 3:57 pm,04/02/2019 4:08 pm,00:10:48,0.1801703,NA,phi
psi,NA,04/02/2019 4:25 pm,04/02/2019 4:29 pm,00:03:36,0.0601328,NA,psi
review,NA,04/02/2019 4:29 pm,04/02/2019 4:32 pm,00:03:03,0.050949,NA,psi
theta,NA,05/02/2019 6:51 am,05/02/2019 7:11 am,00:20:22,0.3396286,NA,theta
review,NA,06/02/2019 8:51 am,06/02/2019 9:08 am,00:16:53,0.2815022,NA,psi
phi,NA,06/02/2019 9:08 am,06/02/2019 9:10 am,00:02:48,0.046682800000000003,NA,phi
review,NA,06/02/2019 9:10 am,06/02/2019 9:13 am,00:02:38,0.0439707,NA,psi
Collaboration,NA,06/02/2019 10:02 am,06/02/2019 11:40 am,01:38:12,1.6368889,NA,theta
review,NA,07/02/2019 1:12 pm,07/02/2019 1:30 pm,00:17:32,0.2922634,NA,psi
psi,NA,07/02/2019 1:30 pm,07/02/2019 1:36 pm,00:06:58,0.1163418,NA,psi
review,NA,07/02/2019 4:00 pm,07/02/2019 4:01 pm,00:00:47,0.0132415,NA,psi
phi,NA,07/02/2019 4:01 pm,07/02/2019 4:07 pm,00:06:14,0.1041472,NA,phi
theta,NA,07/02/2019 4:07 pm,07/02/2019 4:09 pm,00:01:23,0.023168,NA,theta
review,NA,07/02/2019 4:09 pm,07/02/2019 4:09 pm,00:00:49,0.0136707,NA,psi
phi,NA,07/02/2019 4:09 pm,07/02/2019 4:26 pm,00:16:10,0.2694502,NA,phi
review,NA,08/02/2019 1:21 pm,08/02/2019 1:27 pm,00:06:55,0.1154436,NA,psi
psi,NA,08/02/2019 1:27 pm,08/02/2019 1:48 pm,00:20:06,0.3351572,NA,psi
phi,NA,08/02/2019 4:34 pm,08/02/2019 4:45 pm,00:10:17,0.1713981,NA,phi
review,NA,09/02/2019 10:55 am,09/02/2019 10:55 am,00:00:00,2.372e-4,NA,psi
review,NA,09/02/2019 10:55 am,09/02/2019 11:05 am,00:09:34,0.1596073,NA,psi
review,NA,10/02/2019 12:19 pm,10/02/2019 12:19 pm,00:00:05,0.0015078,NA,psi
psi,NA,10/02/2019 12:19 pm,10/02/2019 12:20 pm,00:01:17,0.0214742,NA,psi
review,NA,10/02/2019 12:20 pm,10/02/2019 12:24 pm,00:03:25,0.0570884,NA,psi
theta,NA,10/02/2019 12:24 pm,10/02/2019 12:26 pm,00:02:09,0.0360514,NA,theta
review,NA,10/02/2019 12:26 pm,10/02/2019 12:26 pm,00:00:32,0.0091221,NA,psi
phi,NA,10/02/2019 12:33 pm,10/02/2019 12:46 pm,00:13:34,0.2262045,NA,phi
theta,NA,10/02/2019 12:46 pm,10/02/2019 12:47 pm,00:00:12,0.0035104,NA,theta
psi,NA,10/02/2019 12:47 pm,10/02/2019 12:49 pm,00:02:48,0.0468263,NA,psi
review,NA,10/02/2019 12:49 pm,10/02/2019 12:50 pm,00:01:05,0.0181651,NA,psi
psi,NA,10/02/2019 12:52 pm,10/02/2019 1:01 pm,00:08:26,0.1408021,NA,psi
phi,NA,10/02/2019 1:01 pm,10/02/2019 1:40 pm,00:38:52,0.6480496,NA,phi
psi,NA,10/02/2019 1:40 pm,10/02/2019 1:40 pm,00:00:08,0.0023066,NA,psi
review,NA,10/02/2019 1:40 pm,10/02/2019 1:48 pm,00:07:41,0.1282694,NA,psi
phi,NA,10/02/2019 1:48 pm,10/02/2019 1:52 pm,00:03:54,0.0651061,NA,phi
phi,NA,10/02/2019 2:12 pm,10/02/2019 2:22 pm,00:10:19,0.1719737,NA,phi
psi,NA,10/02/2019 2:23 pm,10/02/2019 2:30 pm,00:07:06,0.1183424,NA,psi
phi,NA,11/02/2019 10:48 am,11/02/2019 10:50 am,00:01:36,0.0268578,NA,phi
phi,NA,11/02/2019 1:55 pm,11/02/2019 1:55 pm,00:00:04,0.0013764,NA,phi
theta,NA,11/02/2019 1:55 pm,11/02/2019 2:14 pm,00:19:34,0.3263319,NA,theta
phi,NA,11/02/2019 2:35 pm,11/02/2019 2:35 pm,00:00:01,3.231e-4,NA,phi
phi,NA,11/02/2019 2:35 pm,11/02/2019 2:35 pm,00:00:00,1.564e-4,NA,phi
Blog  crafts  wellness,NA,11/02/2019 2:52 pm,11/02/2019 3:19 pm,00:26:49,0.4469601,NA,wellness
Blog  crafts  wellness,NA,11/02/2019 4:26 pm,11/02/2019 4:29 pm,00:02:30,0.0418813,NA,wellness
phi,NA,11/02/2019 4:42 pm,11/02/2019 4:42 pm,00:00:01,4.542e-4,NA,phi
review,NA,11/02/2019 4:42 pm,11/02/2019 5:07 pm,00:25:20,0.4223431,NA,psi
review,NA,12/02/2019 9:24 am,12/02/2019 9:30 am,00:06:21,0.1059394,NA,psi
psi,NA,12/02/2019 9:30 am,12/02/2019 9:39 am,00:08:21,0.1392653,NA,psi
review,NA,12/02/2019 2:28 pm,12/02/2019 2:39 pm,00:10:57,0.1825206,NA,psi
phi,NA,12/02/2019 2:39 pm,12/02/2019 2:41 pm,00:01:28,0.0244742,NA,phi
theta,NA,12/02/2019 2:41 pm,12/02/2019 2:41 pm,00:00:12,0.0033671,NA,theta
psi,NA,12/02/2019 2:41 pm,12/02/2019 2:42 pm,00:00:43,0.0119829,NA,psi
psi,NA,12/02/2019 2:43 pm,12/02/2019 2:52 pm,00:09:29,0.1582211,NA,psi
review,NA,12/02/2019 2:52 pm,12/02/2019 2:57 pm,00:04:32,0.0756016,NA,psi
phi,NA,12/02/2019 3:02 pm,12/02/2019 3:07 pm,00:05:28,0.0912729,NA,phi
review,NA,12/02/2019 3:19 pm,12/02/2019 3:19 pm,00:00:08,0.0023107,NA,psi
phi,NA,12/02/2019 3:19 pm,12/02/2019 3:31 pm,00:11:55,0.1987542,NA,phi
phi,NA,12/02/2019 5:50 pm,12/02/2019 6:01 pm,00:10:23,0.1733239,NA,phi
review,NA,13/02/2019 10:30 am,13/02/2019 10:32 am,00:01:36,0.0268985,NA,psi
psi,NA,13/02/2019 10:32 am,13/02/2019 10:39 am,00:07:28,0.1245986,NA,psi
psi,NA,13/02/2019 10:49 am,13/02/2019 10:56 am,00:07:45,0.1294343,NA,psi
psi,NA,13/02/2019 12:32 pm,13/02/2019 12:37 pm,00:05:12,0.086877,NA,psi
phi,NA,13/02/2019 12:37 pm,13/02/2019 12:57 pm,00:20:05,0.3348545,NA,phi
review,NA,13/02/2019 2:06 pm,13/02/2019 2:07 pm,00:01:48,0.0302696,NA,psi
psi,NA,13/02/2019 2:07 pm,13/02/2019 2:10 pm,00:02:14,0.0373064,NA,psi
review,NA,14/02/2019 1:20 pm,14/02/2019 1:25 pm,00:05:34,0.0928797,NA,psi
psi,NA,14/02/2019 1:25 pm,14/02/2019 1:27 pm,00:01:41,0.0282068,NA,psi
review,NA,14/02/2019 1:27 pm,14/02/2019 1:27 pm,00:00:06,0.0018567,NA,psi
psi,NA,14/02/2019 1:27 pm,14/02/2019 1:42 pm,00:14:23,0.2397229,NA,psi
review,NA,14/02/2019 1:42 pm,14/02/2019 1:42 pm,00:00:26,0.0072739,NA,psi
phi,NA,14/02/2019 1:42 pm,14/02/2019 1:45 pm,00:02:46,0.0463257,NA,phi
theta,NA,14/02/2019 1:45 pm,14/02/2019 1:46 pm,00:01:10,0.0195403,NA,theta
psi,NA,14/02/2019 1:46 pm,14/02/2019 1:47 pm,00:00:57,0.0159617,NA,psi
review,NA,14/02/2019 1:47 pm,14/02/2019 1:47 pm,00:00:12,0.0036009,NA,psi
phi,NA,14/02/2019 1:47 pm,14/02/2019 1:50 pm,00:02:45,0.0459705,NA,phi
psi,NA,14/02/2019 1:50 pm,14/02/2019 1:52 pm,00:02:28,0.0411777,NA,psi
theta,NA,14/02/2019 1:52 pm,14/02/2019 2:17 pm,00:24:33,0.4094,NA,theta
review,NA,14/02/2019 2:17 pm,14/02/2019 2:19 pm,00:02:20,0.0389757,NA,psi
psi,NA,14/02/2019 2:34 pm,14/02/2019 2:38 pm,00:04:07,0.0688825,NA,psi
theta,NA,14/02/2019 3:22 pm,14/02/2019 3:48 pm,00:25:40,0.4280377,NA,theta
theta,NA,14/02/2019 4:09 pm,14/02/2019 5:02 pm,00:52:37,0.8770631,NA,theta
review,NA,15/02/2019 11:03 am,15/02/2019 11:11 am,00:07:26,0.1240425,NA,psi
review,NA,15/02/2019 11:34 am,15/02/2019 11:34 am,00:00:00,3.1e-5,NA,psi
review,NA,15/02/2019 11:34 am,15/02/2019 11:43 am,00:08:44,0.1456673,NA,psi
psi,NA,15/02/2019 11:43 am,15/02/2019 11:44 am,00:01:38,0.0273181,NA,psi
review,NA,15/02/2019 11:44 am,15/02/2019 11:49 am,00:04:50,0.0807784,NA,psi
theta,NA,15/02/2019 11:49 am,15/02/2019 11:50 am,00:00:42,0.0117905,NA,theta
psi,NA,15/02/2019 11:50 am,15/02/2019 12:01 pm,00:11:36,0.1935058,NA,psi
review,NA,15/02/2019 12:28 pm,15/02/2019 12:29 pm,00:01:01,0.0169953,NA,psi
phi,NA,15/02/2019 12:29 pm,15/02/2019 12:30 pm,00:00:31,0.0088558,NA,phi
theta,NA,15/02/2019 12:30 pm,15/02/2019 12:30 pm,00:00:33,0.0092007,NA,theta
theta,NA,15/02/2019 12:31 pm,15/02/2019 12:54 pm,00:23:15,0.3876891,NA,theta
review,NA,15/02/2019 12:54 pm,15/02/2019 12:55 pm,00:01:33,0.0261081,NA,psi
Blog  crafts  wellness,NA,15/02/2019 1:02 pm,15/02/2019 1:04 pm,00:02:09,0.036012,NA,wellness
phi,NA,15/02/2019 1:04 pm,15/02/2019 1:08 pm,00:03:18,0.0550566,NA,phi
theta,NA,15/02/2019 1:08 pm,15/02/2019 1:11 pm,00:02:54,0.0485714,NA,theta
review,NA,15/02/2019 2:01 pm,15/02/2019 2:01 pm,00:00:16,0.004661,NA,psi
phi,NA,15/02/2019 2:01 pm,15/02/2019 2:21 pm,00:19:53,0.3316489,NA,phi
review,NA,15/02/2019 2:21 pm,15/02/2019 2:21 pm,00:00:24,0.0068906,NA,psi
psi,NA,15/02/2019 3:14 pm,15/02/2019 3:41 pm,00:27:27,0.4576151,NA,psi
review,NA,16/02/2019 1:11 pm,16/02/2019 1:26 pm,00:15:05,0.2513978,NA,psi
psi,NA,16/02/2019 1:26 pm,16/02/2019 1:26 pm,00:00:02,8.038e-4,NA,psi
review,NA,16/02/2019 1:26 pm,16/02/2019 1:28 pm,00:02:00,0.0334457,NA,psi
psi,NA,16/02/2019 1:28 pm,16/02/2019 1:40 pm,00:12:01,0.2002924,NA,psi
